type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
B,5000,2,-1.0,5000,0.5934692341080984,0.9653333333333334,0.5535168195718655
B,5000,3,-1.0,5000,0.6527788840654746,0.9555555555555556,0.5877528704209951
A,5000,1,0.0,0,0.6993106343954298,0.7795555555555556,0.64532744665195
A,5000,2,0.0,0,0.6894249566221289,0.7688888888888888,0.6364974245768947
A,5000,3,0.0,0,0.6927814489592743,0.7671111111111111,0.6406829992576095
C,5000,1,0.25,1250,0.71504297916548,0.7884444444444444,0.6614466815809098
C,5000,2,0.25,1250,0.7009351214945663,0.7831111111111111,0.6463683052090976
C,5000,3,0.25,1250,0.7149733976889496,0.7955555555555556,0.6595431098010317
C,5000,1,0.5,2500,0.7081646533677617,0.8026666666666666,0.6501079913606912
C,5000,2,0.5,2500,0.7248273569674522,0.8088888888888889,0.6676449009537784
C,5000,3,0.5,2500,0.7235627198014907,0.8097777777777778,0.6659356725146199
C,5000,1,0.75,3750,0.7207189943277632,0.8035555555555556,0.6642174871418075
C,5000,2,0.75,3750,0.711177512973213,0.7982222222222223,0.6545189504373178
C,5000,3,0.75,3750,0.7288749787955895,0.8186666666666667,0.6698181818181819
C,5000,1,1.0,5000,0.7164855687145258,0.8071111111111111,0.6584481508339376
C,5000,2,1.0,5000,0.7495720025937593,0.8328888888888889,0.6904937361827561
C,5000,3,1.0,5000,0.7409176505500561,0.824,0.6826215022091311
C,5000,1,1.5,7500,0.7349945475131587,0.8293333333333334,0.6741329479768786
C,5000,2,1.5,7500,0.7528671078227888,0.8364444444444444,0.6934414148857775
C,5000,3,1.5,7500,0.7330204194619944,0.8213333333333334,0.6739606126914661
C,5000,1,2.0,10000,0.7528389433839391,0.8391111111111111,0.6925898752751284
C,5000,2,2.0,10000,0.7607543638519719,0.8373333333333334,0.7029850746268657
C,5000,3,2.0,10000,0.7557546736772887,0.8391111111111111,0.696165191740413
C,5000,1,3.0,15000,0.7730898362352261,0.8533333333333334,0.7132243684992571
C,5000,2,3.0,15000,0.7564760264752818,0.8488888888888889,0.6940406976744186
C,5000,3,3.0,15000,0.7693585908939847,0.8524444444444444,0.7087952697708795
C,5000,1,4.0,20000,0.7883678655649984,0.8622222222222222,0.7298720842738902
C,5000,2,4.0,20000,0.7801251017087063,0.8551111111111112,0.7216804201050263
C,5000,3,4.0,20000,0.7751319467899391,0.8577777777777778,0.7142857142857143
C,5000,1,5.0,25000,0.7805086123604525,0.8604444444444445,0.7202380952380952
C,5000,2,5.0,25000,0.7793096808226442,0.8524444444444444,0.7215951843491347
C,5000,3,5.0,25000,0.7804824121523222,0.864,0.7189349112426036
C,5000,1,6.0,30000,0.7792638828983525,0.8604444444444445,0.718634001484781
